ECT 494,"Honors Thesis","Selection, design, investigation, and completion of an independent, original research study resulting in a document prepared for submission as a potential publication and a completed undergraduate thesis. Restricted to students in University Honors Program.",ECT 493
MCT 438,"Heat Transfer","The principles of conduction, convection, and thermal radiation energy transfer. Conduction through series and parallel walls, pipes, and containers. Forced and free convection through films, thermal radiation of energy between surfaces, and the overall transfer of heat.",MCT 231,SET 153L
ECT 493,"Honors Thesis","HONORS THESIS Selection, design, investigation, and completion of an independent, original research study resulting in a document prepared for submission as a potential publication and a completed undergraduate thesis. Restricted to students in University Honors Program.",
FIN 470,"Fixed Income Securities","Introduction to the analytical/computational techniques for pricing fixed income securities, interest rate derivatives, and implementing effective portfolio strategies to control interest rate risk and enhance return.",FIN 360,FIN 371
FIN 471,"Management of Financial Institutions","Integrated and comprehensive analysis of financial institutions that include depository institutions, insurance companies, securities firms, and investment companies.",FIN 371
COP 504,"Cooperative Education Work Term","Cooperative Education Work Term.",
COP 503,"Cooperative Education Work Term","Cooperative Education Work Term.",
COP 502,"Cooperative Education Work Term","Cooperative Education Work Term.",
COP 501,"Cooperative Education Work Term","Cooperative Education Work Term.",
FIN 475,"Commercial Bank Management","Explores the environment in which banks must operate, the financial statements of banks, and a thorough study of bank management topics which include: asset-liability management, the investment portfolio, sources of funds, and the loan portfolio.",FIN 360,FIN 371
